"age","annual_income","credit_score","city","has_lyft","Y"
54,87.954,735,"Bellevue",1,1
56,47.927,596,"Redmond",0,1
29,94.7,672,"Bellevue",1,1
64,32.067,662,"Kirkland",0,0
66,91.182,721,"Bellevue",1,1
24,36.586,608,"Bellevue",0,0
57,43.443,741,"Redmond",0,1
57,68.484,628,"Kirkland",0,1
64,143.263,545,"Kirkland",0,1
36,57.826,713,"Kirkland",0,1
56,36.315,523,"Redmond",1,0
30,25.752,735,"Redmond",1,0
57,48.749,606,"Bellevue",1,1
37,59.18,704,"Kirkland",0,1
29,62.808,609,"Bellevue",0,1
44,54.878,568,"Redmond",1,0
30,43.327,520,"Redmond",0,0
32,50.583,644,"Kirkland",0,0
40,53.858,511,"Redmond",1,0
51,86.386,546,"Bellevue",0,1
45,44.6,721,"Bellevue",0,1
50,81.091,566,"Bellevue",0,0
40,89.281,568,"Kirkland",0,0
38,38.297,581,"Bellevue",0,0
45,82.196,587,"Kirkland",1,1
43,39.397,526,"Bellevue",1,0
69,79.03,799,"Redmond",1,0
54,60.75,577,"Redmond",0,1
34,21.749,559,"Redmond",0,0
46,47.146,775,"Kirkland",0,0
54,36.147,589,"Bellevue",1,1
22,162.231,749,"Bellevue",1,1
27,53.387,672,"Kirkland",0,1
40,110.338,799,"Bellevue",1,1
32,63.937,635,"Redmond",0,1
51,81.287,640,"Kirkland",0,1
59,119.911,723,"Bellevue",0,1
47,74.946,556,"Redmond",1,1
35,36.756,642,"Bellevue",0,1
51,44.891,798,"Kirkland",1,1
27,59.061,799,"Bellevue",1,1
34,36.748,589,"Bellevue",1,0
68,64.67,671,"Bellevue",1,0
66,85.707,690,"Kirkland",1,0
32,61.409,669,"Bellevue",1,0
28,69.884,537,"Redmond",1,1
63,118.006,636,"Redmond",1,0
20,61.179,436,"Bellevue",1,0
59,51.593,537,"Bellevue",0,0
49,22.262,612,"Redmond",0,1
40,56.891,592,"Bellevue",0,0
27,63.838,540,"Bellevue",1,0
27,57.941,647,"Bellevue",0,0
64,65.921,799,"Kirkland",0,0
69,30.505,757,"Redmond",0,0
50,90.606,776,"Redmond",1,1
35,27.592,676,"Redmond",0,1
28,34.77,520,"Bellevue",1,0
54,65.479,576,"Kirkland",1,0
54,51.607,692,"Bellevue",0,0
22,73.317,488,"Bellevue",0,0
30,267.764,672,"Bellevue",1,1
49,103.665,552,"Redmond",0,0
69,110.768,624,"Bellevue",0,1
47,44.526,693,"Kirkland",1,1
49,40.453,557,"Redmond",0,0
47,46.994,799,"Bellevue",0,1
64,31.891,595,"Kirkland",1,0
26,35.32,620,"Bellevue",0,0
35,76.501,731,"Kirkland",0,0
18,56.577,770,"Bellevue",0,1
61,103.303,533,"Kirkland",1,0
49,26.421,734,"Kirkland",0,0
34,105.426,570,"Redmond",0,1
45,66.825,627,"Redmond",1,1
43,161.887,654,"Kirkland",0,1
43,18.553,729,"Kirkland",0,1
61,85.685,637,"Bellevue",1,1
53,98.886,519,"Bellevue",1,0
70,28.418,689,"Kirkland",0,0
27,95.019,605,"Bellevue",1,1
28,28.173,639,"Kirkland",1,0
21,30.79,711,"Bellevue",1,0
46,91.639,534,"Bellevue",1,1
49,34.151,462,"Kirkland",1,0
36,53.698,663,"Kirkland",1,0
30,35.402,685,"Bellevue",0,1
33,58.144,762,"Bellevue",0,0
37,38.249,535,"Kirkland",0,1
52,39.705,633,"Kirkland",1,1
23,55.87,680,"Redmond",1,0
70,93.236,679,"Bellevue",1,0
63,63.136,547,"Kirkland",1,0
53,71.586,658,"Bellevue",0,0
55,43.358,690,"Bellevue",0,1
67,91.451,621,"Bellevue",1,0
46,77.487,646,"Redmond",0,1
22,53.442,587,"Redmond",1,1
54,61.659,518,"Kirkland",0,0
19,55.112,607,"Bellevue",1,0
19,93.814,741,"Kirkland",1,1
57,127.225,799,"Bellevue",0,1
52,52.746,535,"Redmond",0,1
62,52.937,638,"Redmond",0,1
62,93.494,741,"Kirkland",0,1
34,92.495,621,"Kirkland",1,1
51,52.995,582,"Redmond",1,0
52,56.147,606,"Kirkland",0,1
56,43.476,692,"Bellevue",1,0
48,36.787,726,"Kirkland",1,0
69,61.219,579,"Kirkland",1,0
70,61.79,729,"Kirkland",0,0
46,28.118,794,"Kirkland",1,0
60,44.271,679,"Redmond",0,1
69,43.671,707,"Bellevue",1,0
39,74.286,603,"Redmond",1,1
63,107.337,775,"Kirkland",1,0
68,69.896,567,"Bellevue",0,0
66,13.925,613,"Redmond",0,0
59,138.383,762,"Bellevue",0,1
27,54.676,706,"Redmond",1,1
59,64.254,563,"Redmond",1,1
58,43.16,779,"Redmond",1,0
59,60.599,746,"Kirkland",1,1
58,148.789,492,"Kirkland",1,1
59,59.678,606,"Bellevue",0,0
63,55.888,677,"Bellevue",1,1
36,19.975,799,"Bellevue",1,1
21,24.04,665,"Bellevue",1,1
51,46.777,542,"Kirkland",0,0
59,185.627,543,"Redmond",0,1
47,57.88,485,"Kirkland",1,1
67,39.111,799,"Redmond",0,1
27,169.376,671,"Kirkland",1,1
54,65.946,653,"Bellevue",1,1
70,135.969,742,"Kirkland",0,1
38,55.781,585,"Kirkland",1,0
35,67.222,584,"Kirkland",1,1
70,52.122,799,"Kirkland",1,0
60,22.238,559,"Kirkland",1,0
68,51.557,743,"Redmond",1,0
50,58.945,595,"Redmond",0,0
31,55.795,660,"Bellevue",0,0
53,55.024,588,"Bellevue",0,1
36,41.038,606,"Bellevue",1,0
20,50.361,646,"Bellevue",0,1
61,87.705,502,"Redmond",1,0
28,73.838,604,"Redmond",0,0
65,187.438,670,"Redmond",1,1
59,61.289,799,"Bellevue",0,1
34,71.644,421,"Kirkland",1,0
48,52.778,654,"Bellevue",0,1
19,56.974,527,"Redmond",0,0
58,69.305,669,"Redmond",0,1
44,45.875,648,"Redmond",0,1
65,72.314,792,"Bellevue",1,1
39,123.006,655,"Bellevue",1,1
46,36.815,781,"Redmond",1,1
47,255.13,694,"Kirkland",0,1
36,97.729,797,"Kirkland",1,0
25,82.253,680,"Bellevue",1,1
20,108.435,601,"Redmond",0,0
31,30.134,303,"Kirkland",0,0
62,75.763,733,"Bellevue",0,1
54,39.314,630,"Redmond",1,1
65,196.444,529,"Redmond",0,1
33,61.633,670,"Kirkland",1,1
70,69.565,526,"Redmond",1,0
57,44.028,523,"Redmond",1,0
37,75.408,756,"Bellevue",1,1
48,35.544,730,"Redmond",1,1
28,40.081,734,"Bellevue",1,1
66,105.717,786,"Redmond",1,1
52,21.134,660,"Redmond",1,0
66,107.03,544,"Bellevue",1,1
19,31.247,543,"Redmond",0,1
23,63.071,670,"Redmond",1,0
55,78.817,538,"Bellevue",1,0
54,99.56,536,"Redmond",0,1
26,39.013,712,"Kirkland",0,1
39,55.201,601,"Kirkland",1,0
36,44.741,799,"Redmond",0,1
58,73.883,766,"Bellevue",1,1
63,23.341,611,"Bellevue",0,0
29,47.471,530,"Redmond",0,1
64,58.239,664,"Bellevue",0,0
57,101.179,539,"Bellevue",0,1
69,60.223,751,"Redmond",0,0
35,56.825,549,"Bellevue",1,1
19,72.499,451,"Bellevue",0,0
39,25.421,637,"Kirkland",1,0
64,47.968,577,"Kirkland",1,0
55,77.183,723,"Bellevue",0,1
36,84.813,583,"Redmond",0,0
50,50.848,623,"Redmond",0,1
55,68.872,719,"Bellevue",0,1
31,94.28,745,"Redmond",1,1
57,58.681,758,"Bellevue",1,0
28,70.657,604,"Redmond",0,1
45,94.648,582,"Bellevue",0,1
36,85.305,509,"Bellevue",1,0
57,68.266,747,"Redmond",1,0
38,70.237,649,"Redmond",0,1
36,27.574,724,"Kirkland",0,1
63,37.154,522,"Redmond",0,0
53,77.279,675,"Bellevue",0,1
64,60.461,517,"Bellevue",0,0
21,30.602,595,"Kirkland",1,0
19,36.484,598,"Bellevue",1,1
32,80.869,592,"Kirkland",0,0
49,66.841,626,"Redmond",0,1
54,76.694,535,"Bellevue",0,1
55,67.571,515,"Kirkland",1,0
49,83.442,764,"Bellevue",0,1
42,99.845,609,"Bellevue",1,1
33,8.773,669,"Redmond",0,0
35,39.219,606,"Kirkland",1,0
52,47.164,799,"Bellevue",1,0
33,91.574,790,"Kirkland",1,0
18,83.209,616,"Bellevue",0,0
66,41.199,685,"Kirkland",0,1
22,57.761,715,"Redmond",1,0
61,120.852,661,"Kirkland",0,1
36,84.391,799,"Redmond",1,1
57,33.639,761,"Bellevue",0,0
18,119.658,559,"Bellevue",0,1
35,202.766,462,"Kirkland",0,1
65,48.873,799,"Kirkland",0,1
59,25.452,719,"Kirkland",0,1
32,97.973,595,"Bellevue",1,0
47,88.957,508,"Redmond",0,0
61,18.583,753,"Bellevue",0,1
54,66.914,799,"Redmond",1,0
44,50.392,749,"Redmond",1,0
26,66.835,594,"Redmond",0,1
26,33.573,561,"Bellevue",0,1
31,49.503,535,"Bellevue",1,0
39,86.112,718,"Bellevue",1,1
50,37.014,614,"Kirkland",0,1
55,28.852,687,"Bellevue",0,1
55,79.185,736,"Bellevue",0,1
53,81.815,565,"Kirkland",1,0
35,101.279,726,"Kirkland",0,1
34,26.723,635,"Kirkland",1,0
28,69.735,680,"Bellevue",1,0
26,165.947,705,"Redmond",1,1
37,22.135,628,"Kirkland",0,0
54,89.201,799,"Redmond",1,1
60,34.441,610,"Kirkland",1,0
28,41.67,549,"Redmond",1,0
24,38.01,569,"Bellevue",0,0
55,113.461,620,"Kirkland",1,1
65,34.935,562,"Redmond",0,1
35,103.509,776,"Kirkland",0,0
41,53.144,797,"Kirkland",1,1
42,58.404,476,"Kirkland",0,0
18,51.671,642,"Bellevue",1,0
36,71.845,642,"Redmond",0,1
67,96.718,643,"Redmond",1,0
37,68.714,584,"Redmond",1,1
25,49.938,589,"Bellevue",1,0
55,35.068,726,"Bellevue",1,0
64,147.694,746,"Bellevue",0,1
41,72.851,492,"Bellevue",0,1
24,68.658,584,"Redmond",0,1
34,44.542,666,"Redmond",1,0
19,37.967,610,"Bellevue",1,0
32,50.632,559,"Redmond",1,0
19,48.461,507,"Bellevue",1,0
45,39.427,648,"Bellevue",1,0
66,73.782,773,"Bellevue",0,1
44,61.675,676,"Redmond",0,0
39,110.018,717,"Kirkland",0,1
42,83.729,534,"Bellevue",0,0
35,27.869,712,"Redmond",0,1
18,86.158,590,"Kirkland",1,1
66,62.077,637,"Redmond",1,0
67,137.996,567,"Kirkland",0,1
55,91.061,616,"Kirkland",0,1
68,29.685,779,"Kirkland",1,0
68,54.577,601,"Redmond",1,0
32,42.282,436,"Redmond",1,0
58,115.549,643,"Kirkland",0,1
42,90.639,556,"Redmond",0,1
55,78.662,734,"Kirkland",1,1
21,57.692,503,"Redmond",1,1
31,98.481,646,"Kirkland",1,1
23,103.435,791,"Redmond",1,1
25,86.053,689,"Kirkland",1,1
18,55.737,599,"Redmond",1,1
53,70.375,756,"Redmond",0,1
47,63.882,583,"Redmond",1,0
19,166.291,517,"Redmond",1,1
51,138.662,497,"Bellevue",1,1
19,27.696,724,"Redmond",1,0
53,17.286,647,"Kirkland",0,0
31,22.648,637,"Kirkland",1,0
33,60.643,799,"Redmond",0,1
31,52.421,799,"Bellevue",0,0
65,85.725,616,"Bellevue",1,0
37,38.08,576,"Kirkland",0,0
35,61.424,651,"Redmond",1,1
68,42.435,678,"Bellevue",0,1
32,108.905,738,"Redmond",0,1
63,52.058,548,"Redmond",1,0
70,58.35,700,"Bellevue",0,1
39,77.07,671,"Kirkland",0,1
64,43.819,699,"Kirkland",0,0
18,62.501,720,"Bellevue",0,1
24,61.033,506,"Redmond",1,1
34,20.723,570,"Kirkland",0,1
42,69.31,674,"Kirkland",1,0
45,51.093,718,"Bellevue",0,1
25,75.456,612,"Redmond",1,0
45,98.193,483,"Redmond",0,0
24,20.305,616,"Bellevue",1,0
28,59.999,711,"Kirkland",1,1
61,41.833,536,"Bellevue",0,1
64,50.038,498,"Redmond",0,1
43,95.155,521,"Bellevue",1,1
59,84.324,645,"Redmond",0,1
32,29.45,668,"Kirkland",0,0
19,121.404,697,"Kirkland",1,1
50,67.238,557,"Bellevue",0,0
40,22.991,670,"Bellevue",0,0
27,48.877,753,"Bellevue",0,0
57,80.37,660,"Kirkland",0,1
35,61.201,620,"Redmond",1,0
20,109.35,763,"Redmond",1,1
32,42.225,453,"Kirkland",1,0
46,101.925,585,"Kirkland",0,1
63,84.938,662,"Redmond",1,0
62,34.472,789,"Bellevue",0,1
65,59.715,768,"Kirkland",0,1
42,73.862,688,"Kirkland",1,1
18,64.647,674,"Redmond",0,0
25,157.308,799,"Redmond",1,1
36,49.447,702,"Redmond",0,0
52,135.143,490,"Bellevue",1,1
69,33.738,569,"Kirkland",1,0
29,89.98,629,"Bellevue",0,0
34,91.281,752,"Redmond",1,0
18,59.845,647,"Bellevue",0,1
32,98.514,661,"Redmond",0,1
35,63.639,648,"Kirkland",0,1
38,46.861,480,"Redmond",1,1
29,52.326,634,"Redmond",1,0
33,18.822,601,"Kirkland",0,1
34,87.75,629,"Kirkland",0,0
27,65.595,661,"Redmond",1,0
41,60.059,606,"Redmond",1,0
26,76.695,617,"Kirkland",1,1
69,52.134,651,"Bellevue",1,0
26,56.183,598,"Redmond",0,0
60,47.229,624,"Bellevue",1,0
23,46.08,466,"Kirkland",1,0
45,70.546,760,"Bellevue",1,1
22,51.158,799,"Redmond",1,1
48,41.193,749,"Bellevue",1,1
35,49.55,610,"Bellevue",1,0
59,54.726,569,"Redmond",0,0
42,66.816,689,"Bellevue",1,1
26,57.011,616,"Kirkland",1,0
18,27.479,562,"Redmond",1,0
66,143.637,744,"Bellevue",0,1
20,63.469,606,"Bellevue",0,0
44,28.734,702,"Kirkland",0,1
39,71.758,696,"Kirkland",0,1
67,59.566,619,"Bellevue",1,1
47,85.884,625,"Redmond",0,1
32,47.754,631,"Redmond",0,1
30,31.146,638,"Kirkland",1,1
62,61.113,744,"Kirkland",0,0
57,145.904,699,"Kirkland",0,1
44,96.377,654,"Bellevue",0,1
20,42.89,652,"Redmond",0,1
25,27.138,661,"Bellevue",1,0
66,69.883,648,"Bellevue",0,1
20,88.508,601,"Kirkland",0,1
64,250.237,660,"Kirkland",0,1
59,82.846,427,"Redmond",0,0
60,48.391,666,"Redmond",1,1
56,68.699,765,"Bellevue",0,0
55,62.521,570,"Bellevue",0,1
29,33.085,732,"Redmond",0,1
45,98.507,799,"Kirkland",1,1
19,50.947,645,"Bellevue",0,1
69,52.979,676,"Kirkland",0,1
34,34.89,799,"Kirkland",0,0
66,78.728,493,"Bellevue",1,1
41,23.227,542,"Bellevue",1,0
39,60.443,721,"Kirkland",0,1
26,56.093,652,"Kirkland",1,0
23,59.294,702,"Bellevue",0,0
29,50.726,756,"Bellevue",0,1
68,50.635,632,"Redmond",1,1
29,96.994,596,"Redmond",0,1
40,52.339,600,"Bellevue",1,1
25,93.897,733,"Redmond",0,1
67,62.412,527,"Redmond",1,0
43,57.965,754,"Kirkland",1,0
30,63.865,691,"Redmond",0,1
53,40.564,730,"Redmond",1,1
50,61.99,719,"Kirkland",0,1
29,43.003,639,"Bellevue",0,1
31,77.489,713,"Kirkland",0,0
64,35.08,542,"Kirkland",1,0
27,308.678,567,"Redmond",1,1
23,211.779,782,"Kirkland",1,1
54,48.851,587,"Redmond",0,1
32,32.778,573,"Kirkland",0,0
67,54.382,575,"Bellevue",0,0
31,29.62,641,"Kirkland",1,0
61,51.961,627,"Kirkland",0,1
58,104.818,630,"Kirkland",0,1
62,117.662,799,"Redmond",1,1
44,54.776,799,"Bellevue",1,1
19,39.191,681,"Kirkland",0,1
70,73.951,484,"Kirkland",0,0
61,47.606,696,"Kirkland",1,0
42,21.375,799,"Bellevue",1,0
26,50.489,612,"Redmond",1,0
39,47.361,605,"Redmond",1,0
61,101.439,731,"Kirkland",1,0
44,101.718,612,"Kirkland",0,1
70,85.193,799,"Redmond",0,1
44,48.838,688,"Bellevue",0,1
57,71.324,701,"Bellevue",1,0
28,59.301,799,"Kirkland",1,0
63,143.01,606,"Redmond",1,1
56,82.091,503,"Bellevue",1,1
53,59.171,684,"Bellevue",1,0
38,69.853,572,"Kirkland",1,0
50,102.346,703,"Redmond",0,1
55,61.031,630,"Kirkland",1,1
43,59.99,486,"Kirkland",1,0
41,21.877,799,"Bellevue",0,1
64,38.284,711,"Kirkland",1,1
19,73.738,799,"Redmond",1,0
60,49.678,734,"Bellevue",0,1
37,32.523,639,"Redmond",0,0
34,23.165,799,"Redmond",0,1
66,76.701,600,"Redmond",1,0
18,37.384,718,"Bellevue",1,1
57,32.989,573,"Redmond",0,0
48,39.018,444,"Kirkland",0,1
25,147.391,799,"Bellevue",1,1
40,64.434,620,"Kirkland",0,0
56,36.199,641,"Bellevue",1,1
18,40.667,610,"Redmond",0,0
63,63.464,541,"Kirkland",1,0
63,57.602,646,"Redmond",0,0
32,27.657,799,"Redmond",1,0
47,91.26,754,"Kirkland",1,1
48,53.915,446,"Redmond",0,0
60,87.801,604,"Bellevue",0,1
52,41.503,648,"Kirkland",1,0
48,27.701,705,"Bellevue",1,0
62,28.281,756,"Redmond",0,0
40,27.481,655,"Redmond",0,1
60,24.862,625,"Kirkland",0,0
65,33.577,370,"Kirkland",0,0
23,68.292,660,"Redmond",0,0
56,64.447,598,"Kirkland",1,0
41,154.364,648,"Redmond",0,1
47,23.586,652,"Redmond",1,0
24,93.61,678,"Kirkland",0,1
46,60.322,590,"Kirkland",1,0
21,40.249,730,"Kirkland",1,1
39,43.618,662,"Redmond",0,0
37,78.043,732,"Bellevue",0,0
27,47.545,683,"Kirkland",1,0
50,33.6,539,"Bellevue",1,0
64,43.639,799,"Redmond",1,1
38,32.55,579,"Bellevue",0,1
70,92.118,583,"Bellevue",0,1
68,81.39,744,"Bellevue",1,1
37,168.64,736,"Bellevue",1,1
51,52.247,760,"Bellevue",0,1
58,38.937,677,"Bellevue",0,0
37,71.8,799,"Kirkland",1,1
22,61.612,658,"Bellevue",0,1
31,130.054,577,"Bellevue",0,0
61,65.958,483,"Redmond",0,0
54,114.819,787,"Bellevue",1,1
29,90.437,735,"Kirkland",1,1
41,81.846,799,"Redmond",0,1
30,31.821,710,"Bellevue",1,0
47,114.53,635,"Redmond",1,1
35,69.804,581,"Kirkland",1,1
47,30.539,573,"Redmond",0,0
54,114.051,773,"Bellevue",0,0
26,21.746,646,"Redmond",1,0
55,74.721,554,"Kirkland",0,1
37,100.02,682,"Bellevue",0,1
51,133.527,434,"Redmond",0,1
63,80.636,785,"Redmond",1,1
43,72.349,710,"Kirkland",0,0
58,150.467,619,"Bellevue",1,1
52,113.013,784,"Kirkland",1,0
56,31.647,612,"Bellevue",0,0
20,71.247,587,"Kirkland",1,0
28,65.782,668,"Kirkland",0,0
51,65.788,586,"Redmond",0,1
32,72.465,636,"Redmond",1,0
59,47.14,780,"Redmond",0,1
25,30.924,598,"Redmond",0,1
37,52.722,727,"Bellevue",0,1
51,47.461,543,"Bellevue",1,1
27,58.802,568,"Bellevue",0,1
60,59.616,799,"Kirkland",1,0
23,51.593,732,"Bellevue",1,1
32,39.218,784,"Kirkland",1,1
52,70.171,709,"Bellevue",1,0
27,102.206,660,"Redmond",1,1
67,89.556,601,"Redmond",0,1
22,61.022,528,"Kirkland",0,1
33,42.816,660,"Kirkland",1,0
41,40.971,426,"Bellevue",0,0
31,39.566,712,"Redmond",1,1
53,56.011,647,"Bellevue",1,0
28,40.034,596,"Redmond",0,0
43,81.761,609,"Redmond",1,1
18,104.951,678,"Bellevue",0,0
23,46.108,596,"Redmond",1,0
27,24.017,593,"Redmond",1,0
18,110.112,658,"Bellevue",0,1
52,57.554,565,"Redmond",1,1
29,38.729,594,"Redmond",0,1
20,68.315,692,"Redmond",0,1
55,74.6,697,"Bellevue",0,1
58,77.466,509,"Redmond",1,0
68,57.637,663,"Bellevue",0,0
70,87.212,697,"Bellevue",0,1
29,84.808,545,"Kirkland",1,1
23,37.269,632,"Bellevue",0,0
56,86.008,635,"Redmond",0,1
52,53.763,656,"Redmond",1,0
43,52.61,515,"Bellevue",1,0
31,80.244,637,"Redmond",1,0
27,73.094,685,"Redmond",1,0
45,133.191,445,"Redmond",1,0
46,69.169,391,"Redmond",1,0
48,86.307,606,"Kirkland",1,0
64,17.262,663,"Redmond",1,1
69,55.202,591,"Bellevue",0,0
42,73.675,734,"Bellevue",0,0
53,95.735,659,"Redmond",1,0
42,48.006,799,"Bellevue",1,1
43,39.639,740,"Bellevue",1,1
40,30.484,750,"Kirkland",1,0
57,52.105,799,"Kirkland",0,0
38,80.638,612,"Bellevue",0,1
49,67.91,611,"Kirkland",1,1
40,180.706,631,"Bellevue",0,1
59,46.643,692,"Redmond",1,0
48,50.731,755,"Bellevue",1,0
41,55.752,746,"Bellevue",1,0
20,108.192,615,"Bellevue",0,1
20,124.562,556,"Bellevue",1,1
58,90.398,732,"Redmond",0,0
68,87.951,760,"Kirkland",0,1
28,43.358,549,"Bellevue",0,1
44,33.828,784,"Bellevue",0,0
43,48.121,636,"Bellevue",0,0
61,42.44,533,"Kirkland",1,0
53,82.693,682,"Redmond",0,0
44,110.79,746,"Redmond",0,1
61,46.141,691,"Kirkland",0,0
52,51.6,720,"Kirkland",0,1
49,55.684,738,"Bellevue",0,1
25,45.92,690,"Redmond",0,1
54,56.058,768,"Redmond",0,0
65,58.624,536,"Bellevue",1,0
27,52.836,615,"Bellevue",0,1
54,128.273,637,"Bellevue",0,1
58,78.638,652,"Bellevue",1,1
68,94.903,680,"Bellevue",0,0
65,81.633,789,"Kirkland",1,0
35,64.795,677,"Redmond",0,1
61,43.728,799,"Bellevue",1,0
47,45.921,591,"Kirkland",1,0
24,51.239,627,"Kirkland",0,0
65,27.414,635,"Bellevue",0,1
45,65.629,646,"Bellevue",0,1
53,94.004,714,"Bellevue",0,1
70,96.791,799,"Bellevue",0,1
49,86.009,723,"Redmond",1,1
66,45,616,"Bellevue",1,0
53,43.951,593,"Kirkland",1,0
26,82.355,641,"Kirkland",0,1
20,70.359,709,"Bellevue",0,0
41,29.75,568,"Bellevue",0,1
21,57.976,673,"Bellevue",1,1
64,49.051,660,"Bellevue",0,0
49,24.556,554,"Redmond",0,0
59,30.664,743,"Bellevue",1,1
27,116.344,606,"Redmond",0,1
38,51.7,748,"Redmond",1,1
21,65.076,709,"Kirkland",0,1
53,52.865,724,"Redmond",1,0
67,78.654,686,"Bellevue",0,1
46,32.462,692,"Bellevue",1,0
59,45.82,615,"Redmond",1,0
28,137.443,454,"Redmond",1,1
64,27.69,561,"Kirkland",0,1
49,34.281,565,"Bellevue",0,0
22,51.137,588,"Redmond",0,1
70,50.288,612,"Redmond",0,0
20,54.536,627,"Redmond",1,1
45,83.074,622,"Bellevue",0,0
37,134.644,648,"Bellevue",1,1
40,77.76,544,"Bellevue",1,0
60,125.613,606,"Kirkland",0,1
57,56.168,446,"Kirkland",1,0
56,107.545,758,"Kirkland",1,0
70,133.637,734,"Redmond",0,1
21,104.26,661,"Redmond",1,1
70,41.469,657,"Redmond",0,0
65,40.389,654,"Redmond",0,0
40,81.231,657,"Redmond",1,1
43,58.84,483,"Kirkland",0,0
27,45.619,561,"Redmond",1,0
23,142.536,639,"Kirkland",0,0
34,121.079,535,"Redmond",0,1
23,36.597,587,"Redmond",0,0
21,127.862,657,"Bellevue",0,1
40,46.791,649,"Bellevue",0,1
58,34.396,540,"Bellevue",0,1
44,27.026,799,"Redmond",1,0
62,46.423,665,"Bellevue",1,0
40,158.7,709,"Bellevue",1,1
51,49.38,799,"Redmond",0,0
59,68.137,730,"Bellevue",1,1
70,81.79,579,"Kirkland",0,0
69,152.082,799,"Redmond",1,1
68,83.466,557,"Bellevue",0,1
25,58.511,587,"Redmond",0,0
21,127.441,588,"Redmond",1,0
42,28.438,675,"Redmond",0,1
47,26.579,501,"Redmond",1,0
67,58.358,695,"Bellevue",1,1
35,38.516,588,"Kirkland",1,1
62,105.762,536,"Bellevue",1,0
47,105.779,690,"Bellevue",0,1
30,47.989,681,"Bellevue",0,1
33,138.852,666,"Bellevue",1,1
33,146.86,770,"Kirkland",1,1
39,51.681,680,"Bellevue",0,1
62,59.192,745,"Kirkland",1,0
32,38.74,681,"Kirkland",0,1
42,115.228,683,"Kirkland",0,1
35,69.534,739,"Redmond",1,1
37,107.142,799,"Bellevue",0,1
26,71.921,496,"Bellevue",1,0
38,45.386,689,"Bellevue",0,0
67,54.019,494,"Kirkland",0,0
30,143.791,675,"Bellevue",1,1
60,21.43,622,"Redmond",0,0
60,58.425,505,"Bellevue",1,0
56,69.087,629,"Bellevue",1,1
66,34.67,721,"Kirkland",0,1
32,45.922,623,"Bellevue",0,0
51,39.448,616,"Bellevue",0,1
54,85.458,615,"Kirkland",1,1
63,96.036,701,"Redmond",1,1
62,56.135,657,"Kirkland",0,1
34,44.544,799,"Redmond",0,1
52,43.31,758,"Redmond",0,1
54,123.948,569,"Kirkland",0,0
57,52.19,686,"Kirkland",1,0
19,145.08,799,"Bellevue",1,0
46,31.69,626,"Redmond",0,0
25,48.71,598,"Bellevue",1,1
39,58.055,738,"Kirkland",0,1
28,69.479,525,"Bellevue",1,1
58,58.234,655,"Redmond",1,0
37,32.128,696,"Bellevue",0,0
31,139.534,570,"Bellevue",1,1
68,65.41,717,"Kirkland",0,0
25,114.671,718,"Bellevue",1,1
52,70.937,642,"Kirkland",1,1
25,71.992,685,"Bellevue",0,1
32,35.773,602,"Redmond",1,1
25,52.935,590,"Kirkland",0,0
18,153.021,389,"Bellevue",0,1
49,59.259,537,"Redmond",1,0
40,67.835,393,"Redmond",0,0
26,38.359,683,"Redmond",0,1
55,27.659,463,"Kirkland",0,0
27,29.609,741,"Kirkland",1,0
55,99.321,497,"Redmond",0,1
36,31.232,718,"Kirkland",1,1
29,52.28,414,"Kirkland",0,0
49,29.515,626,"Kirkland",1,1
37,27.212,612,"Kirkland",1,0
29,31.743,656,"Bellevue",1,0
62,74.12,554,"Kirkland",0,0
41,41.41,704,"Redmond",0,0
30,103.769,725,"Kirkland",1,1
35,75.768,640,"Bellevue",0,1
19,31.779,704,"Redmond",1,1
48,76.664,644,"Redmond",1,0
66,92.987,706,"Kirkland",0,1
51,41.992,632,"Bellevue",0,0
42,103.372,664,"Bellevue",1,1
56,33.196,697,"Redmond",1,1
52,19.514,660,"Kirkland",1,0
19,73.936,691,"Bellevue",1,0
35,38.23,696,"Bellevue",1,0
54,46.318,551,"Bellevue",0,0
36,56.434,740,"Redmond",0,1
47,56.319,681,"Bellevue",0,1
34,79.455,674,"Redmond",1,0
48,111.139,625,"Kirkland",1,0
61,105.133,618,"Kirkland",0,1
61,87.06,583,"Redmond",1,0
26,44.184,697,"Bellevue",0,1
33,184.274,770,"Bellevue",1,1
47,26.824,680,"Bellevue",1,1
68,37.712,668,"Bellevue",0,0
34,44.65,799,"Kirkland",1,0
32,41.551,799,"Bellevue",0,1
57,107.985,557,"Redmond",0,1
63,28.757,639,"Kirkland",1,0
38,19.917,787,"Bellevue",1,1
58,61.761,656,"Redmond",1,1
42,94.4,694,"Kirkland",1,1
33,12.499,782,"Kirkland",0,1
37,87.352,691,"Kirkland",0,0
64,56.128,524,"Bellevue",1,0
36,63.053,783,"Kirkland",1,1
43,42.612,707,"Kirkland",0,1
30,29.386,524,"Kirkland",1,1
27,115.836,762,"Kirkland",1,1
62,33.523,723,"Kirkland",0,0
54,98.573,494,"Redmond",0,0
63,45.381,673,"Kirkland",1,0
62,75.258,702,"Kirkland",1,0
48,112.484,799,"Redmond",0,1
42,98.637,555,"Bellevue",1,0
25,30.622,549,"Bellevue",1,0
18,65.562,517,"Redmond",0,1
69,102.767,701,"Kirkland",1,0
36,40.522,597,"Kirkland",0,0
33,57.391,748,"Kirkland",1,1
24,29.877,598,"Bellevue",1,0
54,39.075,610,"Redmond",1,0
